Tipo,Subtipo,Descripcion,Descripcion_Limpia
Libro,Libro,LIBRO PRINCIPLES OF GERIATRIC MEDICINE AND GERONTOLOGY 5° EDICION,"['libro', 'principles', 'of', 'geriatric', 'medicine', 'and', 'gerontology', 'edicion']"
Equipo,Equipo,MONTURAS. VARIABLE LENSHOLDER FOR OPTICS FROM 0.7,"['monturas', 'variable', 'lensholder', 'for', 'optics', 'from']"
Equipo,Equipo,"512 MB, P3200 Y 2700. INTERNA ( NO INVENTARIABLE )","['mb', 'p', 'interna', 'inventariable']"
Equipo,Equipo,"MEDIDOR DE LABORATORIO (LECTOR),","['medidor', 'laboratorio', 'lector']"
Equipo,Equipo,ADAPTADORES USB QUE REALIZAN LA FUNCION DE UNA TRAJETA INALAMBRICA PARA INTERNET,"['adaptadores', 'usb', 'realizan', 'funcion', 'trajeta', 'inalambrica', 'internet']"
Equipo,Equipo,"LAP TOP TCKM715L HP PAVILION DV6721 LA DUAL CORE 1.9 MEM (Serie LAP TOP:CNF82136LM); MOUSE, MARCA: T","['lap', 'top', 'tckml', 'hp', 'pavilion', 'dv', 'dual', 'core', 'mem', 'serie', 'lap', 'topcnflm', 'mouse', 'marca', 't']"
Equipo,Equipo,RUTEADOR DE 4 PUERTOS 802.11G/B,"['ruteador', 'puertos', 'gb']"
Libro,Libro,NUMEROUS STUDIES HAVE BEEN CONDUCTED ON THE CONSEQUENCES OF ECONOMIC DEREGULATION,"['numerous', 'studies', 'have', 'been', 'conducted', 'on', 'the', 'consequences', 'of', 'economic', 'deregulation']"
Libro,Libro,"LIBRO COLOR ROJO,MORADO Y NARANJA , LETRAS EN BLANCO E IMAGEN DE LA ESTATUA DE LA LIBERTAD.","['libro', 'color', 'rojomorado', 'naranja', 'letras', 'blanco', 'e', 'imagen', 'estatua', 'libertad']"
Libro,Libro,"LIBROS COLORES OSCUROS CON NARANJA , LETRAS EN BLANCO E IMGEN DE UN CASTILLO Y UN LAGOS.","['libros', 'colores', 'oscuros', 'naranja', 'letras', 'blanco', 'e', 'imgen', 'castillo', 'lagos']"
Libro,Libro,"El poder de la imagen publica, Victor gordoa, Random House  Mondadori S.A. de C.V. 2007","['poder', 'imagen', 'publica', 'victor', 'gordoa', 'random', 'house', 'mondadori', 'sa', 'cv']"
Equipo,Equipo,VENTILADOR DE PISOCYCLONE BY LASKO,"['ventilador', 'pisocyclone', 'by', 'lasko']"
Equipo,Equipo,DISPENSETTE III DIGITAL VOLUMEN DE 1-10ML.,"['dispensette', 'iii', 'digital', 'volumen', 'ml']"
Equipo,Equipo,DISCO DURO 36GB SCI,"['disco', 'duro', 'gb', 'sci']"
Mobiliario,Mobiliario,ARCHIVERO 3 GAVETAS BAJO ESCRITORIO DOS CAJONES LAPICERO,"['archivero', 'gavetas', 'bajo', 'escritorio', 'dos', 'cajones', 'lapicero']"
Mobiliario,Mobiliario,TAPA MOBELSYS 120º,"['tapa', 'mobelsys']"
Libro,Libro,EDUCACIÓN-ENSEÑANZA.,['educacinenseanza']
Libro,Libro,PROVIDES IN DETAILED INTRODUCTION TO SYSTEMS RELIABILITY AND RELIABILITY OPTIMIZATION,"['provides', 'in', 'detailed', 'introduction', 'to', 'systems', 'reliability', 'and', 'reliability', 'optimization']"
Equipo,Equipo,"EQUIPO DE AIRE ACONDICIONADO TIPO VENTANA DE 2 TR, SOLO FRIO","['equipo', 'aire', 'acondicionado', 'tipo', 'ventana', 'tr', 'solo', 'frio']"
Libro,Libro,Fto. 19x24.5cm  ISNB 10:970-686-896-8,"['fto', 'xcm', 'isnb']"
Equipo,Equipo,MOUSE OPTICO PLXTEC/CAC,"['mouse', 'optico', 'plxteccac']"
Equipo,Equipo,IMPRESORA HP LASERJET 3005n,"['impresora', 'hp', 'laserjet', 'n']"
Equipo,Equipo,SCANER HP G 3010,"['scaner', 'hp', 'g']"
Equipo,Equipo,"MONITOR 15"" LCD, SEGUN FACTURA 65058","['monitor', 'lcd', 'segun', 'factura']"
Mobiliario,Mobiliario,GABINETE METALICO MED 1.80 X 80 X 40 CON 4 ENTREPAÑOS,"['gabinete', 'metalico', 'med', 'entrepaos']"
Equipo,Equipo,MEMORIA 512 MB PC2100,"['memoria', 'mb', 'pc']"
Equipo,Equipo,"REGULADOR DE CORRIENTE 1300 VA, 120 VOLTS DE 8 CONTACTOS","['regulador', 'corriente', 'va', 'volts', 'contactos']"
Equipo,Equipo,OFFICE 2008 EDUOFFICE MAC HOME STUDENT 2008 CROM SPANISH DVD,"['office', 'eduoffice', 'mac', 'home', 'student', 'crom', 'spanish', 'dvd']"
Equipo,Equipo,"VENTILADOR DE TECHO, SEGUN FACTURA 1734","['ventilador', 'techo', 'segun', 'factura']"
Mobiliario,Mobiliario,MESA PARA MAESTRO EN MELAMINA CON CANTO SOLIDO DE 2MM MEDIDAS 1.00 X 60 X 75 ALTO ESTRUCTURA METALIC,"['mesa', 'maestro', 'melamina', 'canto', 'solido', 'mm', 'medidas', 'alto', 'estructura', 'metalic']"
Equipo,Equipo,MICROPROCESADOR INTEL CORE 2 DUO E8400 3GHZ BOX,"['microprocesador', 'intel', 'core', 'duo', 'e', 'ghz', 'box']"
Equipo,Equipo,"Computadora poratil Sony, modelo VGN-SZ790FN, color negra con logotipo al frente que dice VAIO","['computadora', 'poratil', 'sony', 'modelo', 'vgnszfn', 'color', 'negra', 'logotipo', 'frente', 'dice', 'vaio']"
Mobiliario,Mobiliario,MODULOS INDEPENDIENTES PARA TRABAJO DE 1.20 X .60 X .75,"['modulos', 'independientes', 'trabajo']"
Equipo,Equipo,EXTRACTOR DE FRUTAS (NARANJA),"['extractor', 'frutas', 'naranja']"
Libro,Libro,LIBRO QUE TRATA SOBRE EL ANALISIS DE PELIGROS Y PUNTOS CRITICOS DE CONTROL,"['libro', 'trata', 'sobre', 'analisis', 'peligros', 'puntos', 'criticos', 'control']"
Libro,Libro,220,[]
Mobiliario,Mobiliario,SILLAS PLIANA AZUL CT-2000 PLXCX/LAB2C10,"['sillas', 'pliana', 'azul', 'ct', 'plxcxlabc']"
Mobiliario,Mobiliario,SILLA CAJERO VINIL NEGRA PLXCX/LAB4,"['silla', 'cajero', 'vinil', 'negra', 'plxcxlab']"
Mobiliario,Mobiliario,STAND PARA MICROFONOS,"['stand', 'microfonos']"
Libro,Libro,SOCIOLOGIA DE LA CULTURA,"['sociologia', 'cultura']"
Equipo,Equipo,PORTABANDERAS DE CUERO,"['portabanderas', 'cuero']"
Libro,Libro,"DICCIONARIO DE ESPECIALDADE FARMACEUTICAS, EL CONSTA DE DOS TOMOS","['diccionario', 'especialdade', 'farmaceuticas', 'consta', 'dos', 'tomos']"
Mobiliario,Mobiliario,"CALIDAD Y SISTEMAS, SECRETARIA Y ESPERA. COLGANTE METALICO CON CHAPA Y PUERTA RETRACTIL 90*35*40","['calidad', 'sistemas', 'secretaria', 'espera', 'colgante', 'metalico', 'chapa', 'puerta', 'retractil']"
Mobiliario,Mobiliario,SILLA VISITANTE PLIANA AZUL CT-2000 PLXCX/LAB3C11,"['silla', 'visitante', 'pliana', 'azul', 'ct', 'plxcxlabc']"
Libro,Libro,UNA NOVELA PARA JOVENES DE 8 A 88 AÑOS,"['novela', 'jovenes', 'aos']"
Equipo,Equipo,SOFTWARE DE ARCVIEW SINGLE USER VER. 9.2,"['software', 'arcview', 'single', 'user', 'ver']"
Mobiliario,Mobiliario,TOLDO PARA AUTOMIVIL,"['toldo', 'automivil']"
Mobiliario,Mobiliario,GABINETES COLGANTES CON PUERTAS ABATIBLES RETRACTIL EN MELAMINA MEDIDA 1.00 X 40,"['gabinetes', 'colgantes', 'puertas', 'abatibles', 'retractil', 'melamina', 'medida']"
Mobiliario,Mobiliario,"CALIDAD Y SISTEMAS, SECRETARIA Y ESPERA. RESPALDO OSCILANTE CON SOPORTE LUMBAR TAPIZ EN TELA COLOR N","['calidad', 'sistemas', 'secretaria', 'espera', 'respaldo', 'oscilante', 'soporte', 'lumbar', 'tapiz', 'tela', 'color', 'n']"
Libro,Libro,"Libro pequeño color. FACT. K34414,Ingreso a almacen 16347, Proveedor FONDO DE CULTURA ECONOMICA, Pre","['libro', 'pequeo', 'color', 'fact', 'kingreso', 'almacen', 'proveedor', 'fondo', 'cultura', 'economica', 'pre']"
Equipo,Equipo,BOMBA SUMERGIBLE 300GPH 50250.,"['bomba', 'sumergible', 'gph']"
Mobiliario,Mobiliario,"VITRINA, C / PUERTAS DE CRISTAL. DIMENSIONES DE 0.80 Mts FRENTE X 0.35 FONDO X 0.40 DE ALTO, FACTURA","['vitrina', 'c', 'puertas', 'cristal', 'dimensiones', 'mts', 'frente', 'fondo', 'alto', 'factura']"
Equipo,Equipo,"CENTRIFUGA DE 13500 RPM,","['centrifuga', 'rpm']"
Equipo,Equipo,"COMPUTADORA PORTATIL MACBOOK PRO 15""/ 2.5GHZ 2GB 512VRAM ISIGHT","['computadora', 'portatil', 'macbook', 'pro', 'ghz', 'gb', 'vram', 'isight']"
Libro,Libro,El cambio de teoria en el aprendizaje de la historia Azteca,"['cambio', 'teoria', 'aprendizaje', 'historia', 'azteca']"
Libro,Libro,La filosofia y la ciencia en el mismo rumbo,"['filosofia', 'ciencia', 'mismo', 'rumbo']"
Equipo,Equipo,PINTARRON 90X150.,['pintarron']
Mobiliario,Mobiliario,GABINETES COLGANTES CON PUERTAS ABATIBLES RETRACTIL EN MELAMINA MEDIDA 85 X 40,"['gabinetes', 'colgantes', 'puertas', 'abatibles', 'retractil', 'melamina', 'medida']"
Equipo,Equipo,MULTIFUNCIONAL MARCA XEROX SCANCOLOR,"['multifuncional', 'marca', 'xerox', 'scancolor']"
Equipo,Equipo,"SCANJET CAMA PLANA DUPLEX, 35 PPM Y 70 IPM.","['scanjet', 'cama', 'plana', 'duplex', 'ppm', 'ipm']"
Equipo,Equipo,"MEMORIA FLASH USB 1 GB, SEGUN FACTURA 55580","['memoria', 'flash', 'usb', 'gb', 'segun', 'factura']"
Equipo,Equipo,TARJETA DE RED SMC PCI WIRELESS PCI ADAPTER. SERIE: CG205-002,"['tarjeta', 'red', 'smc', 'pci', 'wireless', 'pci', 'adapter', 'serie', 'cg']"
Equipo,Equipo,AUDIFONO INALAMBRICO DRF AD,"['audifono', 'inalambrico', 'drf', 'ad']"
Libro,Libro,Diccionario de Antropología,"['diccionario', 'antropologa']"
Mobiliario,Mobiliario,AREA LEGAL Y RECURSOS HUMANOS. COLGANTE METALICA ABIERTA 60*30*37,"['area', 'legal', 'recursos', 'humanos', 'colgante', 'metalica', 'abierta']"
Equipo,Equipo,"MONITOR LCD 15"" WIDE SCREEN","['monitor', 'lcd', 'wide', 'screen']"
Equipo,Equipo,"DISCO DURO 146GB 10K SAS 2.5"", SEGUN FACTURA 65059","['disco', 'duro', 'gb', 'k', 'sas', 'segun', 'factura']"
Equipo,Equipo,TRIPIE PARA CAMARA FOTOGRAFICA GT 2119 CHICO,"['tripie', 'camara', 'fotografica', 'gt', 'chico']"
Libro,Libro,"EN ESTE SEGUNDO TOMO SE PREFIRIO COPILAR EJERCICIOS QUE REQUIEREN MENOS PREESTRUCTURACION, EN TERMIN","['este', 'segundo', 'tomo', 'se', 'prefirio', 'copilar', 'ejercicios', 'requieren', 'menos', 'preestructuracion', 'termin']"
Equipo,Equipo,"DISCO DURO 40GB 2.5"" NOTEBOOK.","['disco', 'duro', 'gb', 'notebook']"
Equipo,Equipo,DDR 2700 (166 Mhz) 1Gb Marca: Kingstone,"['ddr', 'mhz', 'gb', 'marca', 'kingstone']"
Equipo,Equipo,"GABINETE NITROX NEGRO INCLUYE: TARJETA MADRE INTERL DG33BUC, DDR-2 KINGSTON DE 1 Y 2 GB, GRABADOR DV","['gabinete', 'nitrox', 'negro', 'incluye', 'tarjeta', 'madre', 'interl', 'dgbuc', 'ddr', 'kingston', 'gb', 'grabador', 'dv']"
Equipo,Equipo,SON ASTA DE BANDERA,"['son', 'asta', 'bandera']"
Equipo,Equipo,CPU ENSAMBLADA PROCESADOR CORE DUO E6550 2.33 GHZ MEMORIA RAM 2 GB  DISCO DURO SATA 80 GB CD ROM DVD,"['cpu', 'ensamblada', 'procesador', 'core', 'duo', 'e', 'ghz', 'memoria', 'ram', 'gb', 'disco', 'duro', 'sata', 'gb', 'cd', 'rom', 'dvd']"
Mobiliario,Mobiliario,SILLAS DE VISITA MOD. OHE-55 TRINEO RESPALDO EN MAYA COL. NEGRO,"['sillas', 'visita', 'mod', 'ohe', 'trineo', 'respaldo', 'maya', 'col', 'negro']"
Equipo,Equipo,MOTHER (775),['mother']
Equipo,Equipo,NEGRO OPTICO USB,"['negro', 'optico', 'usb']"
Equipo,Equipo,CON DISPLAY COLOR NEGRO,"['display', 'color', 'negro']"
Libro,Libro,LIBRO SE MUESTRA LA METODOLOGIA DE LA INVESTIGACION EN BASE AL METODO CIENTIFICO,"['libro', 'se', 'muestra', 'metodologia', 'investigacion', 'base', 'metodo', 'cientifico']"
Equipo,Equipo,MICROPIPETA MECANICA STANDARD. PIPETEA VOLUMENES DE 20 A 200 MICROLITROS. CLAVE RSL-200,"['micropipeta', 'mecanica', 'standard', 'pipetea', 'volumenes', 'microlitros', 'clave', 'rsl']"
Libro,Libro,CIENCIAS SOCIALES-METODOS ESTADISTICOS.,"['ciencias', 'socialesmetodos', 'estadisticos']"
Equipo,Equipo,DESTELLADOR LUMINOSO,"['destellador', 'luminoso']"
Equipo,Equipo,"CPU DESKTOP SONY-LT18ME IC20 2.2G/2GB/320GB/DVDRW/22""","['cpu', 'desktop', 'sonyltme', 'ic', 'ggbgbdvdrw']"
Mobiliario,Mobiliario,SEVILLE FANSILADOR,"['seville', 'fansilador']"
Libro,Libro,"CONSTRUIR LA ESCRITURA, PAPELES DE PEDAGOGÍA, ND 24812, FACT. 58413 Y 58414","['construir', 'escritura', 'papeles', 'pedagoga', 'nd', 'fact']"
Libro,Libro,"LA FORMACIÓN DEL PROFESORADO, PROYECTOS DE FORMACIÓN EN CENTROS EDUCATIVOS - CLAVES PARA LA INNOVACI","['formacin', 'profesorado', 'proyectos', 'formacin', 'centros', 'educativos', 'claves', 'innovaci']"
Equipo,Equipo,TELEFONO INALAMBRICO CON EXTENSION COLOR GRIS,"['telefono', 'inalambrico', 'extension', 'color', 'gris']"
Mobiliario,Mobiliario,SILLA SECRETARIAL GALES COLOR VINO,"['silla', 'secretarial', 'gales', 'color', 'vino']"
Libro,Libro,LIBRO: LA REVOLUCION RUSA,"['libro', 'revolucion', 'rusa']"
Equipo,Equipo,CENTRIFUGA CON ROTOR OSCILANTE PARA 4 TUBOS DE 50 ML.,"['centrifuga', 'rotor', 'oscilante', 'tubos', 'ml']"
Mobiliario,Mobiliario,MESAS 50 X 50 C/ENTREPAÑO 1M DE ALTURA COLOR NEGRO,"['mesas', 'centrepao', 'm', 'altura', 'color', 'negro']"
Libro,Libro,"LIBRO DE EDITORIAL OCEANO DE MEXICO, S.A. DE C.V. CON NO. DE ADQUISICION BPJ50477","['libro', 'editorial', 'oceano', 'mexico', 'sa', 'cv', 'adquisicion', 'bpj']"
Libro,Libro,LIBRO DE TEXTO O CONSULTA SOBRE TOPICOS DE MICROBIOLOGIA MEDICA,"['libro', 'texto', 'consulta', 'sobre', 'topicos', 'microbiologia', 'medica']"
Equipo,Equipo,"3/8"" VEL. VAR. BROQUERO SIN LLAVE","['vel', 'var', 'broquero', 'llave']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51955.,"['libro', 'biblioandalucia', 'bpj']"
Equipo,Equipo,VIDEO PROYECTOR/ALIMENTACION: CA 100-240W 50/60 HRZ2100 L,"['video', 'proyectoralimentacion', 'ca', 'w', 'hrz', 'l']"
Equipo,Equipo,PISTOLA 75W KIT SOLDADURA.,"['pistola', 'w', 'kit', 'soldadura']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51623.,"['libro', 'biblioandalucia', 'bpj']"
Mobiliario,Mobiliario,"MESA PLEGABLE, 76X50 PERSONAL PLAST/METAL BLANCO.NO. FACTURA 12793, NOTA DE DEBITO 25437","['mesa', 'plegable', 'personal', 'plastmetal', 'blancono', 'factura', 'nota', 'debito']"
Libro,Libro,LIBRO DE EDITORIAL GLOBAL BOOK CON NO. DE ADQUISICION BPJ50408,"['libro', 'editorial', 'global', 'book', 'adquisicion', 'bpj']"
Libro,Libro,EN LA CIENCIA ECONOMICA NO HA HABIDO DESDE KEINES UNA PERSONALIDAD COMO LA DE GALBRAITH QUE HAYA DED,"['ciencia', 'economica', 'ha', 'habido', 'desde', 'keines', 'personalidad', 'como', 'galbraith', 'haya', 'ded']"
Mobiliario,Mobiliario,BANCAS TUBULAR DE 2.00 MTS X 50 X 40 CM,"['bancas', 'tubular', 'mts', 'cm']"
Equipo,Equipo,PIZARRON COMBINADO BLANCO-CORCHO 90 X 120 BC4,"['pizarron', 'combinado', 'blancocorcho', 'bc']"
Libro,Libro,LIZZIE MCGUIRE ¡MAMA AL ATAQUE!,"['lizzie', 'mcguire', 'mama', 'ataque']"
Libro,Libro,MI PEQUEÑO AUTO POLICIA CONTIEN UN BOLANTE,"['mi', 'pequeo', 'auto', 'policia', 'contien', 'bolante']"
Libro,Libro,"Libro de editorialPax Mèxico, con no. de adquisiciòn BPJ50159","['libro', 'editorialpax', 'mxico', 'adquisicin', 'bpj']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51669.,"['libro', 'biblioandalucia', 'bpj']"
Equipo,Equipo,MOUSE OPTICO ACTECK AM-950 USB NEGRO 800DPI.,"['mouse', 'optico', 'acteck', 'am', 'usb', 'negro', 'dpi']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ52038.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51716.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,"Libro de Santillana ediciones generales, s.a. de c.v., con no. de adquisición BPJ50578","['libro', 'santillana', 'ediciones', 'generales', 'sa', 'cv', 'adquisicin', 'bpj']"
Equipo,Equipo,BASCULA ELECTRONICA DE 5 KILOS IMPERIAÑ,"['bascula', 'electronica', 'kilos', 'imperia']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51717.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,LIBRO DE EDITORIAL PAIDOS MEXICANA S. A. BPJ50761,"['libro', 'editorial', 'paidos', 'mexicana', 's', 'bpj']"
Equipo,Equipo,Mouse Optico para computadora,"['mouse', 'optico', 'computadora']"
Libro,Libro,TOMO I PASTA DURA COLOR BLANCO CON NEGRO,"['tomo', 'i', 'pasta', 'dura', 'color', 'blanco', 'negro']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ515743.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51748.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,LIBRO DE LA FACTURA READER`S DIGEST BPJ50618,"['libro', 'factura', 'readers', 'digest', 'bpj']"
Equipo,Equipo,CAFETERA ECONÓMICA,"['cafetera', 'econmica']"
Equipo,Equipo,1 CD. 25 Licencias: Geografia interactiva de México.,"['cd', 'licencias', 'geografia', 'interactiva', 'mxico']"
Equipo,Equipo,MEMORIA MAGNETICA (MEMORIA DIMM 256MB PARA COMPAQ)NOTA: INSTALADA EN CPU CON SERIE 6X28KN9Z2025,"['memoria', 'magnetica', 'memoria', 'dimm', 'mb', 'compaqnota', 'instalada', 'cpu', 'serie', 'xknz']"
Mobiliario,Mobiliario,"CREDENZA C/2 PUERTAS, DOS CAJONES Y UNA GANVETA","['credenza', 'c', 'puertas', 'dos', 'cajones', 'ganveta']"
Libro,Libro,"Libro de editorial Random House Mondadori, con no. de adquisiciòn BPJ50880","['libro', 'editorial', 'random', 'house', 'mondadori', 'adquisicin', 'bpj']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51807.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51824.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,LIBRO DE BIBLIOANDALUCIA CON BPJ51828.,"['libro', 'biblioandalucia', 'bpj']"
Libro,Libro,LIBRO DE EDICIONES B MEXICO BPJ50514,"['libro', 'ediciones', 'b', 'mexico', 'bpj']"
Libro,Libro,COMO PASO BILL GATES DE TRABAJAR EN UN GARAGE A CONVERTIRSE EN UN MAGNATE MUNDIAL? POR QUE EL NOMBRE,"['como', 'paso', 'bill', 'gates', 'trabajar', 'garage', 'convertirse', 'magnate', 'mundial', 'nombre']"
Equipo,Equipo,PANTALLA PROYECTOR MANUAL DE 3.65 X 3.65,"['pantalla', 'proyector', 'manual']"
Libro,Libro,"Libro de ediciones SM, con no. de adquisiciòn BPJ50665","['libro', 'ediciones', 'sm', 'adquisicin', 'bpj']"
Libro,Libro,"Libro de ediciones SM, con no. de adquisiciòn BPJ50636","['libro', 'ediciones', 'sm', 'adquisicin', 'bpj']"
Libro,Libro,"Libro de ediciones SM, con no. de adquisiciòn BPJ50643","['libro', 'ediciones', 'sm', 'adquisicin', 'bpj']"
Equipo,Equipo,"100 MHZ,2 CANALES,OSCILOSCOPIO DIGITAL PANTALLA MONOCROMATICA, 1 GS/S PUERTO USB, INCLUYE:2 PUNTAS D","['mhz', 'canalesosciloscopio', 'digital', 'pantalla', 'monocromatica', 'gss', 'puerto', 'usb', 'incluye', 'puntas', 'd']"
Libro,Libro,BAJO LA PREMISA DE QUE ES POSIBLE INTERCAMBIAR VERDADES DIFERENTES DE MANERA RESPETUOSA EN ARAS DE U,"['bajo', 'premisa', 'posible', 'intercambiar', 'verdades', 'diferentes', 'manera', 'respetuosa', 'aras', 'u']"
Libro,Libro,"LIBRO AZUL CON ROJO,LETRAS BLANCAS E IMAGEN DE UN CEREBRO.","['libro', 'azul', 'rojoletras', 'blancas', 'e', 'imagen', 'cerebro']"
Libro,Libro,"Libro de editorial Mc Graw Hill, con no. de adquisiciòn BPJ50383","['libro', 'editorial', 'mc', 'graw', 'hill', 'adquisicin', 'bpj']"
Mobiliario,Mobiliario,ESTANTE CROMADO CON 5 REPISAS CON RODAJAS,"['estante', 'cromado', 'repisas', 'rodajas']"
Libro,Libro,"Libro de Enlace y Gestiòn Bibliotecaria, con no. de adquisiciòn BPJ50318","['libro', 'enlace', 'gestin', 'bibliotecaria', 'adquisicin', 'bpj']"
Libro,Libro,"Libro de Enlace y Gestiòn Bibliotecaria, con no. de adquisiciòn BPJ50313","['libro', 'enlace', 'gestin', 'bibliotecaria', 'adquisicin', 'bpj']"
Equipo,Equipo,KIT QUE INCLUYE TORNILLOS DE 1/4-20 BOLT KIT OVER 1000 PIECES,"['kit', 'incluye', 'tornillos', 'bolt', 'kit', 'over', 'pieces']"
Equipo,Equipo,CONSTRUCCION DE MAQUETA PARA EL DESARROLLO DE LA PRIMERA ETAPA DEL DOCUMENTAL ALEJANDRO COLUNGA EL M,"['construccion', 'maqueta', 'desarrollo', 'primera', 'etapa', 'documental', 'alejandro', 'colunga', 'm']"
Equipo,Equipo,LAP TOP TCKM715L HP PAVILION DV6721 LA DUAL CORE 1.9 MEM (Serie LAP TOP: CNF8210DY3);,"['lap', 'top', 'tckml', 'hp', 'pavilion', 'dv', 'dual', 'core', 'mem', 'serie', 'lap', 'top', 'cnfdy']"
Equipo,Equipo,SILL PLEGABLE NEGRA,"['sill', 'plegable', 'negra']"
Equipo,Equipo,NAVEGADOR QUE SIRVE PARA GEORREFERENCIAR SITIOS DE INTERÉS PARA DESPÚÉS MANEJAR DICHA INFORMACIÓN A,"['navegador', 'sirve', 'georreferenciar', 'sitios', 'inters', 'desps', 'manejar', 'dicha', 'informacin']"
Equipo,Equipo,DISCO DURO EXTERNO PARA COMPUTADORA DE 500GB,"['disco', 'duro', 'externo', 'computadora', 'gb']"
Libro,Libro,FUE EL 1979 CUANDO POR PRIMERA VEZ EL MUNDO ARABE RECIBIO LA MAXIMA DISTINCION POR UN LOGRO NOTABLE,"['fue', 'cuando', 'primera', 'vez', 'mundo', 'arabe', 'recibio', 'maxima', 'distincion', 'logro', 'notable']"
Libro,Libro,"CON UN LENGUAJE ATRACTIVO Y SUGERENTE, CUANDO LA CIENCIA NOS ALCANCE ES UNA COMPILACION DE ARTICULOS","['lenguaje', 'atractivo', 'sugerente', 'cuando', 'ciencia', 'nos', 'alcance', 'compilacion', 'articulos']"
Libro,Libro,"EN EL TERRENO DE LA ANTROPOLOGIA, LAS COSAS HAN CAMBIADO MUCHO TRAS LA EDAD DE ORO DE LAS INVESTIGAC","['terreno', 'antropologia', 'cosas', 'han', 'cambiado', 'mucho', 'tras', 'edad', 'oro', 'investigac']"
Equipo,Equipo,"SOFTWARE SPSS PARA WINDOWS BASICO EN ESPAÑOL, INCLUYE 3 LICENCIAS POR UN AÑO.","['software', 'spss', 'windows', 'basico', 'espaol', 'incluye', 'licencias', 'ao']"
Mobiliario,Mobiliario,ARCHIVERO DOS CAJONES MODELO M305,"['archivero', 'dos', 'cajones', 'modelo', 'm']"
Equipo,Equipo,IMPRESORA LASER JET 8MB 17 PPM USB,"['impresora', 'laser', 'jet', 'mb', 'ppm', 'usb']"
Equipo,Equipo,BATERIA CANON BP 930,"['bateria', 'canon', 'bp']"
Mobiliario,Mobiliario,ARCHIVERO 4 GAV. HORIZONTAL,"['archivero', 'gav', 'horizontal']"
Equipo,Equipo,FUENTE DE PODER PARA M220 N/P 335182-001 No DE INVENTARIO AA01388,"['fuente', 'poder', 'm', 'np', 'inventario', 'aa']"
Equipo,Equipo,MOUSE ACTECK SCROLL USB OPTICAL COLOR NEGRO AM 950,"['mouse', 'acteck', 'scroll', 'usb', 'optical', 'color', 'negro', 'am']"
Equipo,Equipo,"GRABADORA COLOR NEGRO CON ROJO, AM/FM MP3","['grabadora', 'color', 'negro', 'rojo', 'amfm', 'mp']"
Libro,Libro,"Libro de editorial Mc Graw Hill, con no. de adquisisiciòn BPJ50378","['libro', 'editorial', 'mc', 'graw', 'hill', 'adquisisicin', 'bpj']"
Equipo,Equipo,GAVCOLGANTE C/PTA .90.X35X040MO No DE INVENTARIO AA01358,"['gavcolgante', 'cpta', 'xxmo', 'inventario', 'aa']"
Equipo,Equipo,"TELEFONO UNILINEA MARCA PANASONIC, CON PANTALLA DE CRISTAL LIDUIDA DE 16 DIGITOS, ALTA VOZ PARA MANO","['telefono', 'unilinea', 'marca', 'panasonic', 'pantalla', 'cristal', 'liduida', 'digitos', 'alta', 'voz', 'mano']"
Equipo,Equipo,PRESS SENTADO DE HOMBRES EQUIPO DE GIMNASIO SEGUN FACTURA Nº 0002,"['press', 'sentado', 'hombres', 'equipo', 'gimnasio', 'segun', 'factura', 'n']"
Equipo,Equipo,audifono/microfono para radio portatil de comunicacion. A y B del HVP,"['audifonomicrofono', 'radio', 'portatil', 'comunicacion', 'b', 'hvp']"
Equipo,Equipo,COMPUTADORA DESKTOP,"['computadora', 'desktop']"
Mobiliario,Mobiliario,"DERN /LIBRERO DE 70 Cms DE ALTO X 140 X 70, COLOR MADERA NATURAL. FACTURA 39099. PROVEEDOR JORGE ARM","['dern', 'librero', 'cms', 'alto', 'color', 'madera', 'natural', 'factura', 'proveedor', 'jorge', 'arm']"
Libro,Libro,LIBRO: LA INDUSTRIA MAQUILADORA MEXICANA,"['libro', 'industria', 'maquiladora', 'mexicana']"
Mobiliario,Mobiliario,ARCHIVERO DE 3 GAVETAS VERTICAL COLOR FRENTE25%,"['archivero', 'gavetas', 'vertical', 'color', 'frente']"
Equipo,Equipo,IMPRESORA LASSER JET P1005,"['impresora', 'lasser', 'jet', 'p']"
